2.2	{234}
2.1	{71}
2.1	{445}
2.1	{375}
2.1	{354}
2.1	{328}
2.1	{419}
2.1	{176}
2.1	{108}
2.0	{159}
2.0	{495}
2.0	{267}
2.0	{338}
1.9	{145}
1.9	{284}
1.9	{18}
1.9	{42}
1.8	{331}
1.8	{422}
1.8	{255}
1.8	{438}
1.8	{385}
1.8	{185}
1.8	{240}
1.8	{68}
1.8	{90}
1.8	{302}
1.8	{166}
1.8	{389}
1.8	{447}
1.7	{421}
1.7	{167}
1.7	{307}
1.7	{453}
1.7	{346}
1.7	{216}
1.7	{55}
1.7	{291}
1.7	{193}
1.7	{330}
1.7	{350}
1.7	{74}
1.7	{215}
1.7	{464}
1.7	{337}
1.7	{486,432}
1.6	{311}
1.6	{388}
1.6	{436}
1.6	{4}
1.6	{97}
1.5	{212}
1.5	{272}
1.5	{364}
1.5	{410}
1.5	{430}
1.5	{229}
1.5	{252}
1.5	{52}
1.5	{236}
1.5	{260}
1.5	{0}
1.5	{415}
1.4	{357}
1.4	{152}
1.4	{431}
1.4	{86}
1.4	{451}
1.4	{287}
1.4	{102}
1.4	{473}
1.4	{298}
1.4	{60}
1.4	{303}
1.4	{120}
1.4	{292}
1.3	{417}
1.3	{189}
1.3	{27}
1.3	{488}
1.3	{202}
1.3	{190}
1.3	{7}
1.3	{429}
1.3	{203}
1.3	{208}
1.3	{286}
1.3	{461}
1.3	{405,222}
1.3	{238,360}
1.3	{221,69}
1.3	{63,69}
1.3	{63,222}
1.3	{63,87}
1.2	{92}
1.2	{273}
1.2	{143}
1.2	{460}
1.2	{467}
1.2	{398}
1.2	{136}
1.2	{469}
1.2	{96}
1.2	{224}
1.2	{132,238}
1.2	{63,192}
1.2	{69,87}
1.2	{221,402}
1.2	{11,360}
1.2	{63,318}
1.2	{471,318}
1.2	{281,69}
1.2	{63,221}
1.1	{241}
1.1	{309}
1.1	{13}
1.1	{242}
1.1	{93}
1.1	{94}
1.1	{363}
1.1	{198}
1.1	{297}
1.1	{366}
1.1	{340}
1.1	{173}
1.1	{63,281}
1.1	{247,69}
1.1	{38,360}
1.1	{63,85}
1.1	{63,246}
1.1	{283,360}
1.1	{325,87}
1.1	{281,87}
1.1	{247,36}
1.1	{38,444}
1.1	{293,132}
1.1	{100,63}
1.0	{98}
1.0	{428}
1.0	{243}
1.0	{378}
1.0	{321}
1.0	{220}
1.0	{76}
1.0	{111}
1.0	{180}
1.0	{282}
1.0	{103}
1.0	{6}
1.0	{329}
1.0	{205}
1.0	{334}
1.0	{483}
1.0	{130}
1.0	{19}
1.0	{238,117}
1.0	{325,38}
1.0	{222,85}
1.0	{405,87}
1.0	{259,402}
1.0	{222,300}
1.0	{274,233}
1.0	{247,416}
1.0	{69,402}
1.0	{116,360}
1.0	{222,259}
1.0	{69,132}
1.0	{325,412}
1.0	{63,387}
1.0	{318,402}
1.0	{471,63}
1.0	{132,87}
1.0	{63,371}
1.0	{274,222}
1.0	{325,360}
1.0	{63,300}
1.0	{335,360}
1.0	{69,318}
0.9	{235}
0.9	{367}
0.9	{172}
0.9	{290}
0.9	{424}
0.9	{232}
0.9	{320}
0.9	{485}
0.9	{187}
0.9	{449}
0.9	{121}
0.9	{280}
0.9	{478}
0.9	{91}
0.9	{405,402}
0.9	{246,281}
0.9	{246,36}
0.9	{28,8}
0.9	{412,87}
0.9	{293,85}
0.9	{289,43}
0.9	{456,87}
0.9	{36,412}
0.9	{100,231}
0.9	{63,135}
0.9	{3,222}
0.9	{222,238}
0.9	{69,36}
0.9	{300,490}
0.9	{169,319}
0.9	{100,132}
0.9	{38,318}
0.9	{63,81}
0.9	{246,132}
0.9	{63,374}
0.9	{281,318}
0.9	{222,326}
0.9	{306,238}
0.9	{318,371}
0.9	{69,360}
0.9	{471,87}
0.9	{127,11}
0.9	{63,38}
0.9	{486,11}
0.9	{319,238}
0.9	{471,281}
0.9	{132,85}
0.9	{222,472}
0.9	{63,353}
0.9	{38,28}
0.9	{231,36}
0.9	{221,150}
0.9	{318,360}
0.9	{402,360}
0.9	{274,442}
0.9	{38,81}
0.9	{416,87}
0.9	{63,132}
0.9	{63,118}
0.9	{63,247}
0.9	{38,87}
0.9	{444,472}
0.9	{293,374}
0.9	{316,36}
0.9	{222,412}
0.9	{36,300}
0.9	{246,222}
0.8	{435}
0.8	{207}
0.8	{285}
0.8	{237}
0.8	{53}
0.8	{258}
0.8	{186}
0.8	{324}
0.8	{12}
0.8	{379}
0.8	{31}
0.8	{133}
0.8	{278}
0.8	{413}
0.8	{323}
0.8	{24}
0.8	{295}
0.8	{50}
0.8	{69,300}
0.8	{222,8}
0.8	{222,150}
0.8	{69,416}
0.8	{63,170}
0.8	{222,420}
0.8	{395,38}
0.8	{169,123}
0.8	{69,374}
0.8	{318,238}
0.8	{222,353}
0.8	{477,402}
0.8	{63,238}
0.8	{444,87}
0.8	{127,63}
0.8	{163,374}
0.8	{135,70}
0.8	{63,67}
0.8	{63,480}
0.8	{377,8}
0.8	{100,69}
0.8	{127,360}
0.8	{325,318}
0.8	{238,8}
0.8	{221,146}
0.8	{132,402}
0.8	{127,132}
0.8	{87,154}
0.8	{127,371}
0.8	{471,480}
0.8	{353,87}
0.8	{318,170}
0.8	{222,402}
0.8	{35,238}
0.8	{11,281}
0.8	{11,183}
0.8	{360,107}
0.8	{127,444}
0.8	{63,416}
0.8	{402,150}
0.8	{247,374}
0.8	{11,446}
0.8	{444,399}
0.8	{318,374}
0.8	{127,402}
0.8	{247,87}
0.8	{471,132}
0.8	{299,222}
0.8	{100,169}
0.8	{100,490}
0.8	{222,344}
0.8	{147,360}
0.8	{63,472}
0.8	{36,360}
0.8	{293,404}
0.8	{63,259}
0.8	{353,67}
0.8	{412,238}
0.8	{63,289}
0.8	{247,146}
0.8	{221,318}
0.8	{38,117}
0.8	{222,48}
0.8	{444,360}
0.8	{471,38}
0.8	{63,446}
0.8	{274,8}
0.8	{222,95}
0.8	{127,442}
0.8	{325,238}
0.8	{412,85}
0.8	{36,116}
0.8	{471,8}
0.8	{300,335}
0.8	{437,360}
0.8	{325,402}
0.8	{221,374}
0.7	{5}
0.7	{129}
0.7	{348}
0.7	{265}
0.7	{79}
0.7	{361}
0.7	{199}
0.7	{386}
0.7	{448}
0.7	{333}
0.7	{441}
0.7	{392}
0.7	{382}
0.7	{383}
0.7	{99}
0.7	{128}
0.7	{151}
0.7	{38,80}
0.7	{221,38}
0.7	{81,43}
0.7	{395,81}
0.7	{127,222}
0.7	{238,371}
0.7	{283,371}
0.7	{444,123}
0.7	{63,486}
0.7	{325,61}
0.7	{395,39}
0.7	{169,109}
0.7	{63,442}
0.7	{405,36}
0.7	{132,416}
0.7	{442,261}
0.7	{69,170}
0.7	{69,81}
0.7	{87,374}
0.7	{274,63}
0.7	{63,439}
0.7	{169,87}
0.7	{325,81}
0.7	{486,222}
0.7	{63,400}
0.7	{319,360}
0.7	{300,117}
0.7	{377,402}
0.7	{38,319}
0.7	{69,150}
0.7	{36,446}
0.7	{107,123}
0.7	{221,360}
0.7	{266,11}
0.7	{154,219}
0.7	{38,420}
0.7	{432,472}
0.7	{36,402}
0.7	{360,117}
0.7	{444,170}
0.7	{318,43}
0.7	{169,418}
0.7	{147,432}
0.7	{231,238}
0.7	{36,188}
0.7	{101,402}
0.7	{471,371}
0.7	{238,487}
0.7	{274,444}
0.7	{293,318}
0.7	{221,246}
0.7	{127,446}
0.7	{100,36}
0.7	{319,116}
0.7	{209,399}
0.7	{8,192}
0.7	{444,132}
0.7	{246,412}
0.7	{209,439}
0.7	{170,238}
0.7	{472,371}
0.7	{36,490}
0.7	{36,472}
0.7	{432,318}
0.7	{238,335}
0.7	{274,259}
0.7	{127,117}
0.7	{221,299}
0.7	{238,87}
0.7	{119,238}
0.7	{471,395}
0.7	{38,402}
0.7	{283,318}
0.7	{221,446}
0.7	{73,117}
0.7	{456,38}
0.7	{221,300}
0.7	{325,36}
0.7	{246,87}
0.7	{23,222}
0.7	{437,192}
0.7	{63,231}
0.7	{404,360}
0.7	{318,8}
0.7	{444,335}
0.7	{221,9}
0.7	{69,125}
0.7	{289,192}
0.7	{100,293}
0.7	{69,477}
0.7	{319,418}
0.7	{63,477}
0.7	{221,87}
0.7	{73,402}
0.7	{63,402}
0.7	{444,188}
0.7	{322,371}
0.7	{471,444}
0.7	{247,289}
0.7	{222,83}
0.7	{106,371}
0.7	{106,412}
0.7	{214,43}
0.7	{38,40}
0.7	{472,402}
0.7	{293,63}
0.7	{306,316}
0.7	{246,106}
0.7	{439,154}
0.7	{132,368}
0.7	{293,360}
0.7	{63,80}
0.7	{442,148}
0.7	{395,132}
0.7	{221,148}
0.7	{10,432}
0.7	{319,192}
0.7	{100,8}
0.7	{274,420}
0.7	{69,353}
0.7	{281,36}
0.7	{293,222}
0.7	{87,259}
0.7	{486,87}
0.7	{127,246}
0.7	{281,402}
0.7	{11,87}
0.7	{274,123}
0.7	{221,209}
0.7	{127,38}
0.7	{63,148}
0.7	{188,412}
0.7	{456,439}
0.7	{147,412}
0.7	{360,123}
0.7	{221,123}
0.7	{160,117}
0.7	{169,107}
0.7	{210,402}
0.7	{274,318}
0.7	{231,368}
0.7	{293,36}
0.7	{38,69}
0.7	{442,371}
0.7	{293,238}
0.7	{377,472}
0.7	{409,416}
0.7	{399,371}
0.7	{471,246}
0.7	{127,221}
0.7	{63,123}
0.7	{87,402}
0.7	{432,87}
0.7	{221,125}
0.7	{87,117}
0.7	{231,439}
0.7	{29,402}
0.7	{221,48}
0.7	{293,150}
0.7	{412,123}
0.7	{405,300}
0.7	{222,137}
0.7	{246,188}
0.7	{432,360}
0.7	{281,140}
0.7	{420,360}
0.7	{100,154}
0.7	{132,359}
0.7	{247,192}
0.7	{318,412}
0.7	{221,444}
0.7	{63,395}
0.7	{29,300}
0.7	{259,446}
0.7	{221,132}
0.7	{38,238}
0.7	{63,11}
0.7	{38,183}
0.7	{281,51}
0.7	{255,63}
0.7	{318,259}
0.7	{69,420}
0.7	{28,69}
0.7	{472,360}
0.7	{318,132}
0.7	{36,416}
0.7	{377,439}
0.7	{100,150}
0.7	{222,371}
0.7	{127,300}
0.7	{125,85}
0.7	{353,154}
0.6	{230}
0.6	{356}
0.6	{440}
0.6	{22}
0.6	{310}
0.6	{462}
0.6	{454}
0.6	{465}
0.6	{496}
0.6	{126}
0.6	{77}
0.6	{44}
0.6	{314}
0.6	{149}
0.6	{114}
0.6	{380}
0.6	{341}
0.6	{206}
0.6	{401}
0.6	{474}
0.6	{131}
0.6	{161}
0.6	{479}
0.6	{396}
0.6	{197}
0.6	{294}
0.6	{395,374}
0.6	{432,8}
0.6	{132,446}
0.6	{221,248}
0.6	{169,442}
0.6	{432,455}
0.6	{336,48}
0.6	{293,412}
0.6	{444,8}
0.6	{36,420}
0.6	{36,154}
0.6	{231,490}
0.6	{87,123}
0.6	{306,318}
0.6	{325,316}
0.6	{293,281}
0.6	{210,192}
0.6	{221,192}
0.6	{221,319}
0.6	{274,412}
0.6	{471,372}
0.6	{222,360}
0.6	{222,335}
0.6	{274,188}
0.6	{325,222}
0.6	{420,259}
0.6	{316,40}
0.6	{318,18}
0.6	{63,456}
0.6	{231,402}
0.6	{81,85}
0.6	{486,10}
0.6	{38,412}
0.6	{471,487}
0.6	{300,87}
0.6	{11,170}
0.6	{437,404}
0.6	{318,326}
0.6	{137,463}
0.6	{432,148}
0.6	{283,11}
0.6	{283,238}
0.6	{486,455}
0.6	{360,25}
0.6	{444,319}
0.6	{456,446}
0.6	{132,360}
0.6	{300,446}
0.6	{246,371}
0.6	{472,442}
0.6	{246,472}
0.6	{38,36}
0.6	{486,403}
0.6	{209,154}
0.6	{209,402}
0.6	{63,150}
0.6	{73,150}
0.6	{38,106}
0.6	{412,21}
0.6	{38,123}
0.6	{222,154}
0.6	{274,106}
0.6	{402,337}
0.6	{293,444}
0.6	{377,192}
0.6	{38,209}
0.6	{442,107}
0.6	{87,360}
0.6	{47,107}
0.6	{29,21}
0.6	{38,85}
0.6	{63,47}
0.6	{246,259}
0.6	{316,171}
0.6	{201,116}
0.6	{154,259}
0.6	{238,248}
0.6	{85,248}
0.6	{374,148}
0.6	{63,360}
0.6	{318,61}
0.6	{472,118}
0.6	{169,9}
0.6	{63,72}
0.6	{29,360}
0.6	{221,316}
0.6	{319,209}
0.6	{437,412}
0.6	{231,247}
0.6	{281,416}
0.6	{116,150}
0.6	{169,117}
0.6	{374,344}
0.6	{221,188}
0.6	{63,3}
0.6	{87,192}
0.6	{360,455}
0.6	{63,306}
0.6	{246,69}
0.6	{405,416}
0.6	{127,26}
0.6	{403,123}
0.6	{221,4}
0.6	{418,109}
0.6	{231,219}
0.6	{61,238}
0.6	{395,80}
0.6	{444,163}
0.6	{420,416}
0.6	{395,405}
0.6	{144,371}
0.6	{63,377}
0.6	{221,472}
0.6	{412,368}
0.6	{135,446}
0.6	{9,442}
0.6	{437,259}
0.6	{412,150}
0.6	{444,446}
0.6	{17,319}
0.6	{400,238}
0.6	{316,402}
0.6	{319,109}
0.6	{63,420}
0.6	{154,116}
0.6	{480,360}
0.6	{29,318}
0.6	{148,446}
0.6	{11,148}
0.6	{439,222}
0.6	{371,446}
0.6	{456,412}
0.6	{137,402}
0.6	{127,87}
0.6	{222,318}
0.6	{444,246}
0.6	{444,168}
0.6	{28,439}
0.6	{456,444}
0.6	{204,412}
0.6	{456,106}
0.6	{471,443}
0.6	{154,402}
0.6	{170,192}
0.6	{70,83}
0.6	{404,214}
0.6	{38,171}
0.6	{412,371}
0.6	{402,117}
0.6	{63,444}
0.6	{425,188}
0.6	{221,11}
0.6	{318,160}
0.6	{472,446}
0.6	{319,29}
0.6	{101,192}
0.6	{300,399}
0.6	{29,123}
0.6	{222,39}
0.6	{325,63}
0.6	{319,170}
0.6	{221,147}
0.6	{319,482}
0.6	{8,123}
0.6	{221,399}
0.6	{402,107}
0.6	{188,446}
0.6	{61,360}
0.6	{63,261}
0.6	{127,318}
0.6	{160,360}
0.6	{38,61}
0.6	{169,106}
0.6	{28,420}
0.6	{360,446}
0.6	{38,112}
0.6	{231,300}
0.6	{238,374}
0.6	{493,480}
0.6	{100,238}
0.6	{416,67}
0.6	{412,34}
0.6	{425,371}
0.6	{28,85}
0.6	{36,87}
0.6	{325,456}
0.6	{246,83}
0.6	{319,81}
0.6	{73,318}
0.6	{12,402}
0.6	{209,412}
0.6	{405,137}
0.6	{289,85}
0.6	{289,87}
0.6	{480,117}
0.6	{63,490}
0.6	{221,371}
0.6	{178,87}
0.6	{444,419}
0.6	{63,48}
0.6	{293,316}
0.6	{11,336}
0.6	{374,490}
0.6	{100,360}
0.6	{127,140}
0.6	{416,403}
0.6	{472,148}
0.6	{377,371}
0.6	{416,360}
0.6	{100,80}
0.6	{289,36}
0.6	{142,63}
0.6	{472,39}
0.6	{36,222}
0.6	{274,61}
0.6	{222,387}
0.6	{69,480}
0.6	{222,446}
0.6	{100,374}
0.6	{179,139}
0.6	{437,63}
0.6	{444,209}
0.6	{316,38}
0.6	{444,222}
0.6	{221,416}
0.6	{48,402}
0.6	{402,116}
0.6	{437,289}
0.6	{402,192}
0.6	{281,188}
0.6	{374,371}
0.6	{147,83}
0.6	{316,319}
0.6	{336,222}
0.6	{26,259}
0.6	{420,425}
0.6	{325,281}
0.6	{405,132}
0.6	{38,192}
0.6	{274,246}
0.6	{127,168}
0.6	{456,66}
0.6	{405,259}
0.6	{38,281}
0.6	{146,117}
0.6	{247,85}
0.6	{116,374}
0.6	{63,248}
0.6	{29,188}
0.6	{247,403}
0.6	{11,132}
0.6	{293,246}
0.6	{69,261}
0.6	{233,61}
0.6	{293,306}
0.6	{377,412}
0.6	{318,51}
0.6	{100,221}
0.6	{36,112}
0.6	{188,259}
0.6	{221,47}
0.6	{33,402}
0.6	{247,40}
0.6	{36,8}
0.6	{453,259}
0.6	{63,217}
0.6	{36,61}
0.6	{472,87}
0.6	{132,412}
0.6	{377,170}
0.6	{336,192}
0.6	{11,259}
0.6	{472,399}
0.6	{163,416}
0.6	{63,28}
0.6	{306,360}
0.6	{325,69}
0.6	{336,259}
0.6	{311,192}
0.6	{221,163}
0.6	{293,69}
0.6	{221,238}
0.6	{246,61}
0.6	{404,123}
0.6	{420,368}
0.6	{222,455}
0.6	{63,8}
0.6	{471,247}
0.6	{69,238}
0.6	{281,14}
0.6	{38,11}
0.6	{316,360}
0.6	{277,132}
0.6	{63,112}
0.6	{192,359}
0.6	{459,8}
0.6	{281,336}
0.6	{471,69}
0.6	{233,188}
0.6	{10,8}
0.6	{246,300}
0.6	{69,8}
0.6	{444,439}
0.6	{486,38}
0.6	{360,148}
0.6	{400,154}
0.6	{106,81}
0.6	{238,123}
0.6	{480,402}
0.6	{63,36}
0.6	{36,387}
0.6	{247,238}
0.6	{316,238}
0.6	{444,281}
0.6	{472,477}
0.6	{38,353}
0.6	{456,289}
0.6	{163,8}
0.6	{318,399}
0.6	{221,83}
0.6	{495,107}
0.6	{222,72}
0.6	{444,233}
0.6	{293,154}
0.6	{439,412}
0.6	{40,123}
0.6	{442,132}
0.6	{100,402}
0.6	{420,132}
0.6	{316,432}
0.6	{106,123}
0.6	{300,154}
0.6	{281,371}
0.6	{247,170}
0.6	{471,402}
0.6	{444,404}
0.6	{222,146}
0.6	{471,325}
0.6	{221,306}
0.6	{252,160}
0.6	{29,335}
0.6	{444,477}
0.6	{420,412}
0.6	{169,319,109}
0.6	{169,418,319}
0.6	{319,418,109}
0.6	{169,418,109}
0.6	{36,300,490}
0.6	{486,432,10}
0.6	{169,319,418,109}
0.5	{327}
0.5	{65}
0.5	{317}
0.5	{16}
0.5	{313}
0.5	{228}
0.5	{288}
0.5	{175}
0.5	{358}
0.5	{376}
0.5	{257}
0.5	{174}
0.5	{15}
0.5	{362}
0.5	{269}
0.5	{390}
0.5	{470}
0.5	{184}
0.5	{322,446}
0.5	{8,419}
0.5	{169,318}
0.5	{318,101}
0.5	{147,472}
0.5	{306,395}
0.5	{9,371}
0.5	{106,9}
0.5	{3,442}
0.5	{495,472}
0.5	{404,281}
0.5	{316,416}
0.5	{81,374}
0.5	{170,191}
0.5	{100,116}
0.5	{29,459}
0.5	{222,374}
0.5	{455,371}
0.5	{246,368}
0.5	{146,259}
0.5	{63,463}
0.5	{221,81}
0.5	{221,259}
0.5	{231,154}
0.5	{283,316}
0.5	{73,139}
0.5	{302,222}
0.5	{36,318}
0.5	{472,192}
0.5	{423,374}
0.5	{246,442}
0.5	{246,81}
0.5	{38,263}
0.5	{274,480}
0.5	{221,3}
0.5	{444,267}
0.5	{221,43}
0.5	{192,43}
0.5	{36,374}
0.5	{29,371}
0.5	{339,412}
0.5	{38,227}
0.5	{442,123}
0.5	{274,219}
0.5	{299,132}
0.5	{293,259}
0.5	{29,472}
0.5	{443,116}
0.5	{81,87}
0.5	{170,85}
0.5	{221,135}
0.5	{423,412}
0.5	{293,123}
0.5	{293,339}
0.5	{100,444}
0.5	{221,21}
0.5	{170,117}
0.5	{456,247}
0.5	{36,482}
0.5	{293,432}
0.5	{222,124}
0.5	{127,118}
0.5	{322,360}
0.5	{472,74}
0.5	{412,202}
0.5	{87,354}
0.5	{293,89}
0.5	{283,9}
0.5	{486,318}
0.5	{331,69}
0.5	{266,281}
0.5	{480,201}
0.5	{106,259}
0.5	{319,247}
0.5	{214,374}
0.5	{11,47}
0.5	{274,17}
0.5	{38,10}
0.5	{293,125}
0.5	{17,222}
0.5	{293,43}
0.5	{281,40}
0.5	{444,72}
0.5	{100,493}
0.5	{127,148}
0.5	{3,69}
0.5	{210,259}
0.5	{283,132}
0.5	{480,477}
0.5	{300,170}
0.5	{63,414}
0.5	{69,137}
0.5	{48,125}
0.5	{169,188}
0.5	{442,416}
0.5	{29,47}
0.5	{147,116}
0.5	{63,432}
0.5	{87,446}
0.5	{100,67}
0.5	{405,403}
0.5	{274,95}
0.5	{377,87}
0.5	{456,188}
0.5	{486,123}
0.5	{439,238}
0.5	{246,209}
0.5	{300,182}
0.5	{437,214}
0.5	{36,372}
0.5	{425,472}
0.5	{395,281}
0.5	{283,100}
0.5	{222,118}
0.5	{132,188}
0.5	{238,154}
0.5	{238,179}
0.5	{87,101}
0.5	{316,318}
0.5	{456,117}
0.5	{319,300}
0.5	{439,192}
0.5	{221,222}
0.5	{38,101}
0.5	{169,238}
0.5	{487,402}
0.5	{14,48}
0.5	{371,248}
0.5	{10,222}
0.5	{437,176}
0.5	{459,222}
0.5	{439,402}
0.5	{420,318}
0.5	{281,182}
0.5	{100,236}
0.5	{47,339}
0.5	{221,277}
0.5	{274,403}
0.5	{325,246}
0.5	{432,412}
0.5	{192,107}
0.5	{319,432}
0.5	{36,443}
0.5	{127,69}
0.5	{359,403}
0.5	{63,209}
0.5	{416,179}
0.5	{405,444}
0.5	{371,39}
0.5	{222,81}
0.5	{238,416}
0.5	{29,420}
0.5	{246,72}
0.5	{69,335}
0.5	{339,87}
0.5	{325,274}
0.5	{486,259}
0.5	{246,85}
0.5	{293,300}
0.5	{21,191}
0.5	{14,117}
0.5	{444,117}
0.5	{119,8}
0.5	{246,62}
0.5	{283,38}
0.5	{63,491}
0.5	{26,222}
0.5	{47,150}
0.5	{127,359}
0.5	{209,150}
0.5	{316,405}
0.5	{420,353}
0.5	{29,8}
0.5	{402,403}
0.5	{300,51}
0.5	{439,487}
0.5	{145,267}
0.5	{38,403}
0.5	{106,492}
0.5	{171,431}
0.5	{147,374}
0.5	{400,316}
0.5	{444,71}
0.5	{490,148}
0.5	{405,3}
0.5	{472,163}
0.5	{100,387}
0.5	{233,123}
0.5	{444,159}
0.5	{300,219}
0.5	{100,219}
0.5	{486,416}
0.5	{231,170}
0.5	{472,132}
0.5	{188,368}
0.5	{11,116}
0.5	{443,238}
0.5	{404,176}
0.5	{3,28}
0.5	{472,140}
0.5	{420,89}
0.5	{347,217}
0.5	{283,107}
0.5	{147,106}
0.5	{281,192}
0.5	{306,11}
0.5	{456,438}
0.5	{444,259}
0.5	{132,154}
0.5	{69,414}
0.5	{209,170}
0.5	{325,160}
0.5	{259,487}
0.5	{456,374}
0.5	{23,300}
0.5	{87,368}
0.5	{405,188}
0.5	{63,89}
0.5	{281,8}
0.5	{38,25}
0.5	{274,293}
0.5	{377,219}
0.5	{100,222}
0.5	{377,259}
0.5	{100,300}
0.5	{169,444}
0.5	{412,374}
0.5	{213,412}
0.5	{395,192}
0.5	{374,123}
0.5	{316,107}
0.5	{171,472}
0.5	{49,403}
0.5	{403,85}
0.5	{116,368}
0.5	{335,116}
0.5	{69,484}
0.5	{300,81}
0.5	{238,85}
0.5	{29,477}
0.5	{472,154}
0.5	{127,71}
0.5	{247,318}
0.5	{221,439}
0.5	{437,213}
0.5	{63,455}
0.5	{325,416}
0.5	{38,67}
0.5	{221,166}
0.5	{23,420}
0.5	{404,21}
0.5	{63,188}
0.5	{11,432}
0.5	{432,416}
0.5	{471,36}
0.5	{3,163}
0.5	{28,425}
0.5	{61,8}
0.5	{69,51}
0.5	{9,87}
0.5	{267,487}
0.5	{444,480}
0.5	{456,209}
0.5	{306,374}
0.5	{66,446}
0.5	{38,300}
0.5	{405,123}
0.5	{405,69}
0.5	{339,259}
0.5	{495,87}
0.5	{38,222}
0.5	{412,402}
0.5	{395,227}
0.5	{221,395}
0.5	{231,487}
0.5	{319,36}
0.5	{418,412}
0.5	{293,116}
0.5	{444,154}
0.5	{3,371}
0.5	{21,374}
0.5	{416,43}
0.5	{36,125}
0.5	{221,335}
0.5	{420,402}
0.5	{274,399}
0.5	{293,400}
0.5	{69,116}
0.5	{71,419}
0.5	{283,403}
0.5	{135,222}
0.5	{400,123}
0.5	{11,374}
0.5	{127,293}
0.5	{238,217}
0.5	{420,192}
0.5	{293,179}
0.5	{127,170}
0.5	{69,67}
0.5	{325,73}
0.5	{36,442}
0.5	{377,231}
0.5	{293,402}
0.5	{221,155}
0.5	{8,374}
0.5	{289,416}
0.5	{325,248}
0.5	{416,350}
0.5	{412,248}
0.5	{188,61}
0.5	{335,117}
0.5	{405,412}
0.5	{11,318}
0.5	{142,69}
0.5	{127,412}
0.5	{176,214}
0.5	{412,360}
0.5	{38,132}
0.5	{135,81}
0.5	{274,28}
0.5	{471,222}
0.5	{135,259}
0.5	{63,493}
0.5	{472,188}
0.5	{456,222}
0.5	{281,78}
0.5	{283,377}
0.5	{63,487}
0.5	{178,21}
0.5	{221,8}
0.5	{300,455}
0.5	{283,353}
0.5	{221,389}
0.5	{238,368}
0.5	{210,101}
0.5	{169,412}
0.5	{63,290}
0.5	{281,163}
0.5	{445,85}
0.5	{377,238}
0.5	{36,219}
0.5	{35,283}
0.5	{221,124}
0.5	{326,360}
0.5	{437,444}
0.5	{154,490}
0.5	{222,204}
0.5	{416,124}
0.5	{281,43}
0.5	{14,371}
0.5	{69,163}
0.5	{169,116}
0.5	{281,81}
0.5	{437,95}
0.5	{63,492}
0.5	{439,107}
0.5	{35,405}
0.5	{23,80}
0.5	{425,87}
